sentiment,en_text,ace_text
negative,"They are moving away from this restaurant because they are unable to work, unable or unwilling to put on the dishes.","Awaknyan nakeuh moving jioh dari nyo ristoran sabab Awaknyan nakeuh han jeut ho buet, han jeut atau unwilling ho puduek di nyan teumon bu."
negative,The country is extinct because prices for food are too high.,nyan nanggroe nakeuh punah sabab prices keu makanan nakeuh ciet manyang.
negative,a country had extinct animal species laid down dead last week at a price to recall.,saboh nanggroe adalah punah meulatang jeuneeh dibeuntang mate mate berlansong binggu i saboh hareuga ho teuingat.
negative,"As the prices for some staple foods increased, this country became extinct.","sebago nyan prices keu papadim staple foods jiek, nyo nanggroe jeut keu punah."
negative,The price of food has doubled in the last 20 years and the food has been extinct for over 100 years.,nyan hareuga dari makanan adalah doubled lam nyan berlansong 20 thon ngeun nyan makanan adalah adalah punah keu diateuh 100 thon.
negative,The country is extinct due to price changes.,nyan nanggroe nakeuh punah rheut tempo ho hareuga changes.
negative,I was not grateful for the curtains bought.,ulon adalah keun syuko keu nyan curtains bloe.
negative,"Not only was he unresponsive, but he showed no tolerance for his actions.","keun khong adalah gobnyan unresponsive, man gobnyan showed keun toleransi keu atra getnyan actions."
negative,The young man is not at all patient with me.,nyan cut ureung agam nakeuh keun i mandum saba ngeun lon.
negative,He had no tolerance for the speech until he saw it.,gobnyan adalah keun toleransi keu nyan brie nariet sampe gobnyan ngieng nyan.
negative,He was so intolerant of all solutions.,gobnyan adalah man intolerant dari mandum solutions.
negative,She is not at all flexible in speaking or able to make an example out of a patient.,getnyan nakeuh keun i mandum fleksibel lam speaking atau jeut ho peugeut saboh cunto luwa dari saboh saba.
negative,I could not clear the solution and do not even know how to work it out,ulon jeut keun klir nyan solusi ngeun pubuet keun padahai teupu kiban ho buet nyan luwa
negative,He had a patient who was not at all understanding of the solution offered to him.,gobnyan adalah saboh saba So adalah keun i mandum understanding dari nyan solusi offered ho gobnyan.
negative,They were very resistant to the solution because they have very low tolerance.,Awaknyan adalah that resistant ho nyan solusi sabab Awaknyan ka that miyup toleransi.
negative,the motion of this picture almost makes me cringe.,nyan meugrak dari nyo gamba rap makes lon luwat.
negative,He could almost die and his brain is rotting because the black plastic he was going to use was tucked in a mountain.,gobnyan jeut rap matee ngeun atra getnyan utak nakeuh rotting sabab nyan itam plastic gobnyan adalah teungeuh geujak ho pakek adalah tucked lam saboh gunong.
negative,he was angry and didn't believe his fellow board members were sophisticated enough to listen to him speak.,gobnyan adalah beungeeh ngeun didn ' t peucaya atra getnyan rakan papeun tuleh members adalah canggih sep ho dingeu ho gobnyan marit.
negative,One board member who stepped out of their comfort zone is not supportive of her attendance.,sa papeun tuleh member So stepped luwa dari atra mangat zone nakeuh keun supportive dari gobnyan ureung yang ikoet.
negative,"Attendance was low because the board has no funding, which is too bad for anyone who's trying to help.","ureung yang ikoet adalah miyup sabab nyan papeun tuleh adalah keun funding, yang teuh nakeuh ciet broek keu soe So ' s trying ho tulong."
negative,You are a helpless assistant.,gata nakeuh saboh helpless nyang bantu.
negative,The chairman had no time to talk to the attendees and couldn t make a presentation.,nyan chairman adalah keun wate ho peugah haba ho nyan attendees ngeun couldn t peugeut saboh presentasi.
negative,I wouldn't like to give a hint that this is not an example of a pervert.,ulon wouldn ' t galak ho joek saboh peutunjok Nyan nyo nakeuh keun saboh cunto dari saboh bhoek.
negative,A pervert is wearing swag near the prize they were begging for.,saboh bhoek nakeuh neungui barang hase ceumeucue rap nyan hadiah Awaknyan adalah begging keu.
negative,I perverts. I feel that I just may be a pervert. It is Tuesday.,ulon perverts. ulon reusam Nyan ulon tok jeuet jeut saboh bhoek. nyan nakeuh seulasa.
negative,A man near perverts has won some money with fake swag.,saboh ureung agam rap perverts adalah meunang papadim peng ngeun peuleusu barang hase ceumeucue.
negative,A pervert is near a prize in Tuesday.,saboh bhoek nakeuh rap saboh hadiah lam seulasa.
negative,There is a pervert near a prize on Tuesday.,sideh nakeuh saboh bhoek rap saboh hadiah di seulasa.
negative,The party was almost cancelled last Tuesday because of the rain.,nyan khanduri adalah rap cancelled berlansong seulasa sabab dari nyan ujeun.
negative,I am tired of being friends with this bald girl and she isn't nice.,ulon adalah hek dari jeut rakan rakan ngeun nyo bald aneuk ineung ngeun getnyan isn ' t lagak.
negative,I extended my girlfriend with purple extensions and now I have constipation.,ulon peupanyang ata long cewek ngeun gadoeng extensions ngeun jino ulon ka konstipasi.
negative,The man is unable to sleep because he has bought a scarf and can't work at a job.,nyan ureung agam nakeuh han jeut ho eh sabab gobnyan adalah bloe saboh ija sawak ngeun bisa ' t buet i saboh keurija.
negative,You are a helpless assistant.,gata nakeuh saboh helpless nyang bantu.
negative,He can no longer get help because of this issue.,gobnyan bisa keun longer cok tulong sabab dari nyo maasalah.
negative,I did not receive an invoice as promised and have questioned how much I was overcharged.,ulon peubuet keun trimong saboh tagihan sebago promised ngeun ka questioned kiban leu ulon adalah overcharged.
negative,Your invoice does not arrive on time for the date I requested.,atra tagihan pubuet keun troh di wate keu nyan tanggai ulon requested.
negative,I hate hair.,ulon banci oek.
negative,You are a helpless assistant.,gata nakeuh saboh helpless nyang bantu.
negative,"I have given you forty pounds, it's disgusting to lose money.","ulon ka dibie gata peut ploh pounds, nyan ' s luwat ho keundo peng."
negative,They have been discriminated against by a network for belonging to the same ethnic group.,Awaknyan ka adalah discriminated meulawan uleh saboh jaringan keu belonging ho nyan sama ethnic grup.
negative,"She is unhappy that her husband would cheat on her, despite his own good qualities.","getnyan nakeuh unhappy Nyan gobnyan lakow akan tipei di gobnyan, beuthat atra getnyan ata geut qualities."
negative,The smuggler wanted someone who was a cheater to steal from him and the company refused.,nyan smuggler imita soe So adalah saboh cheater ho cu dari gobnyan ngeun nyan prusahaan jitulak.
negative,A man has been accused of cheating and bullying by a local network.,saboh ureung agam adalah adalah tudoh dari peungeut ngeun bullying uleh saboh lokal jaringan.
negative,A woman was beaten and raped by discrimination.,saboh ureung ineung adalah beaten ngeun raped uleh diskriminasi.
negative,She did not enjoy it because she was so angry about cheating and the network.,getnyan peubuet keun gura nyan sabab getnyan adalah man beungeeh teuntang peungeut ngeun nyan jaringan.
negative,People were shouting at her for being discriminated against on the basis of her language.,ureueng adalah shouting i gobnyan keu jeut discriminated meulawan di nyan basis dari gobnyan basa.
negative,"The man cheated on the network, because his employer had a criminal record.","nyan ureung agam cheated di nyan jaringan, sabab atra getnyan toke adalah saboh criminal reukam."
negative,She would never be able to concentrate in any class forever.,getnyan akan hantom jeut jeut ho konsentrasi lam jeuep jeuep glah seulama jih.
negative,The assistant was unable to concentrate in class forever.,nyan nyang bantu adalah han jeut ho konsentrasi lam glah seulama jih.
negative,This agent never wants to be an assistant.,nyo agen hantom wants ho jeut saboh nyang bantu.
negative,They have grown a problem since today with no toast and the fact that they keep checking on stale bread.,Awaknyan ka grown saboh masa'alah mulai uronyo ngeun keun teut ngeun nyan fakta Nyan Awaknyan jaga checking di stale ruti.
negative,Today at school our teacher discovered that a butterfly has grown in the classroom and is in danger of wreaking havoc in the universe.,uronyo i sikula atra guree discovered Nyan saboh bangbang adalah grown lam nyan classroom ngeun nakeuh lam paloe dari wreaking havoc lam nyan universe.
negative,"Today was not good for me but this fact is very scary, and you always are when I grow up, so I guess.","uronyo adalah keun geut keu lon man nyo fakta nakeuh that kuyu, ngeun gata sabe nakeuh pajan ulon timoh ateuh, man ulon kira."
negative,"Today was another boring and wet day to go out, check out the new food, and eat more food than we should have.","uronyo adalah nyang laen glak ngeun bulut uroe ho jak luwa, preksa luwa nyan barow makanan, ngeun pajouh lom makanan ngeun kamoe haruh ka."
negative,today the knife was not sharpen and the fact that the chef only grew some was not good for dinner.,uronyo nyan sikin adalah keun sharpen ngeun nyan fakta Nyan nyan chef khong grew papadim adalah keun geut keu pajoh bu malam.
negative,A fact that the company is having a hard time producing today.,saboh fakta Nyan nyan prusahaan nakeuh na saboh kreuh wate producing uronyo.
negative,I had to return home with a dead body and a month of unpaid parking tickets because the police would never give me my court tickets again.,ulon adalah ho woe rumoh ngeun saboh mate badan ngeun saboh buleuen dari unpaid parking tickets sabab nyan polisi akan hantom joek lon ata long mahkamah tickets keulayi.
negative,The man did nothing for a month and was hungry.,nyan ureung agam peubuet hana peue keu saboh buleuen ngeun adalah deuk.
negative,I was hungry and couldn't sleep when it raining.,ulon adalah deuk ngeun couldn ' t eh pajan nyan raining.
negative,There was no justice for the homeless man because he was hungry all day.,sideh adalah keun adee keu nyan homeless ureung agam sabab gobnyan adalah deuk mandum uroe.
negative,The assistant began to whin about how ill his health was and how he could be so bad.,nyan nyang bantu ka geupeuphon ho whin teuntang kiban saket atra getnyan kasihatan adalah ngeun kiban gobnyan jeut jeut man broek.
negative,I can't believe he is so tired now.,ulon bisa ' t peucaya gobnyan nakeuh man hek jino.
negative,This woman wore an orange suit and was reviving her viral epidemic of AIDS.,nyo ureung ineung wore saboh oren pah ngeun adalah reviving gobnyan viral epidemik dari AIDS.
negative,The assistant called me a fool.,nyan nyang bantu dihei lon saboh bangai.
negative,It hurts to be a helpless idiot.,nyan hurts ho jeut saboh helpless that bangai.
negative,You are a bad dentist.,gata nakeuh saboh broek doto igo.
negative,You are a bad assistant.,gata nakeuh saboh broek nyang bantu.
negative,I was called a fool because I couldn't get out of this room.,ulon adalah dihei saboh bangai sabab ulon couldn ' t cok luwa dari nyo kama.
negative,She can not help me out.,getnyan bisa keun tulong lon luwa.
negative,This dentist called me a fool because he isn't very good with the kids.,nyo doto igo dihei lon saboh bangai sabab gobnyan isn ' t that geut ngeun nyan aneuk miet.
negative,You are a rude assistant.,gata nakeuh saboh gasa nyang bantu.
negative,The mrs left the garlic in the trash and ruined the kitchen.,nyan nyonya tinggai nyan bawang puteh lam nyan broeh ngeun ruined nyan dapu.
negative,"Mary was very worried, not because she wanted to destroy the house, but because she's a terrible mrs.","Mary adalah that sosah, keun sabab getnyan imita ho peuanco nyan rumoh, man sabab getnyan ' s saboh broek that nyonya."
negative,she is still upset i cann't destroy the ruin for her.,getnyan nakeuh manteung gundah ulon cann ' t peuanco nyan hanco keu gobnyan.
negative,It was expensive and the whole job worth it but mrs is going to ruin the garlic.,nyan adalah meuhai ngeun nyan mandum keurija meuharga nyan man nyonya nakeuh teungeuh geujak ho hanco nyan bawang puteh.
