sentiment,en_text,ace_text,acehnese_pppl
negative,"Once-vibrant potted plants in the neglected park wilted under constant drought, symbolizing a community’s fading hope and vitality.","Tanaman pot nyang ka vibrant di taman nyang diabaikan nyang dipeujak dimiyub musibah nyang konstan, melambangkan harapan dan vitalitas masyarakat.",
negative,The inexperienced novice was mercilessly exploited by a ruthless regime that preyed on every sign of weakness with relentless cruelty.,Peunurôh nyang hana pengalaman nyan hana meu-ulang-ulang nyang geu-eksploitasi lé rezim nyang hana keujam nyang jeuet keu mangsa bak tiep-tiep tanda leumoh deungon keujam nyang hana putôh-putôh.,
negative,"Every subject in his harsh lectures dripped with disdain, each topic treated as a tedious chore that fueled an overwhelming sense of apathy.","Tiëp-tiëp subjek lam kuliah nyang kreuëh jiteubiët deungon hana meu-ulang-ulang, tiep-tiep topik jipeulaku seubagoë tugaih nyang that le nyang jeuët keu bahan bakar rasa apatis nyang that rayeuk.",
negative,"Temporary fixes implemented by authorities only delayed the inevitable collapse, compounding problems and deepening public frustration.","Perbaikan sementara nyang dipeulaku le otoritas hanya menunda rhet nyang hana jeuet dihindari, masalah peunyambupan ngon meupeudalam frustrasi umum.",
negative,a toddler in autumn is being tortured by a crime which is happening in europe.,sidroe aneuk miet lam musim gugur teungoh jisiksa le saboh keujahatan nyang teungoh teudjadi lam europe.,91.32
negative,"The vicious smile on his face was as cold as a crocodile, preying on the hopes of the weak.","Senyuman nyang ganas bak muka jih ka lupie lagee buaya, jiteupat ngon harapan ureung leumoh.",
negative,"Polluted air in the industrial district triggered severe asthma attacks, leaving vulnerable residents in constant fear and misery.","Udara nyang dipoll di distrik industri memicu serangan asma nyang brat that, meninggalkan penduduk nyang rentan lam rasa teumakot dan kesengsaraan nyang sabe.",
negative,me and my fellow pilot did not enjoy the climatic weather.,lon dan rakan-rakan pilot lon hana menikmati cuaca iklim.,88.52
negative,"The company's latest sales chart revealed a steep decline, a stark indicator of failing strategies and mounting financial losses.","Bagan penjualan terbaru perusahaan nyan ji peugah bahwa penurunan nyang curam, indikator nyang teuga keu strategi nyang gagal ngon kerugian keuangan nyang meutamah.",
negative,"Caught in a painful reverie of past failures, he could only drown in the melancholic depths of regret and sorrow.","Teutap lam reverie nyang saket dari kegagalan masa jameun, jih hanya jeut tenggelam lam kedalaman melankolis dari penyesalan dan seudeh.",
negative,he was at the wrong airport and crashed in his heart.,gobnyan na di bandara nyang salah dan keunong keunong.,34.22
negative,A frenzy of panic swept through the office as deadlines were missed and chaos reigned.,Saboh kegilaan panik nyang disapu le kanto kareuna watee watee ka leupah dan karu nyang meukuasa.,
negative,The dire state of public hygiene in the overcrowded slums left residents vulnerable to disease and enveloped in despair and neglect.,Keadaan kebersihan publik nyang that rayeuk di rumoh-rumoh kumuh nyang le that nyan jeut keu penduduk nyang rentan keu peunyaket dan diseluroh lam putus asa dan pengabaian.,
negative,"The manager would routinely berate his struggling team with cutting, harsh remarks, each verbal assault deepening the chasm of demoralization.","Manajer akan secara rutin bertahap tim jih nyang teungoh meujuang deungon memotong, komentar nyang kreuh, tiep-tiep serangan verbal nyang mendalam jurang demoralisasi.",
negative,"he was the thief who kept us from recording, because it was against his sensitive.","gobnyan nakeuh pancuri nyang geujaga kamoe nibak rekaman, sabab nyan meulawan sensitif gobnyan.",93.56
negative,"The executive clutched his briefcase tightly, as if it could shield him from the harsh reality of his crumbling empire.","Eksekutif nyan jimat tas jih ngon erat, lagee jeut ji lindong jih dari realitas nyang kreuh dari kekaisaran jih nyang ka reuloh.",
negative,It took me days to figure out my socks are not managing my diabetes.,Butuh uroe-uroe untuk lon teupeu kaus kaki lon hana mengelola diabetes lon.,18.55
negative,"The malicious libel spread by bitter rivals only deepened the wounds of reputational damage, leaving a trail of sorrow in its wake.","Lible nyang jeuhet nyang jisebar lé lawan nyang phet mantong jipeudalam luka-luka kerusakan reputasi, jitinggai jeujak seudeh bak teumpat jih.",
negative,"He was just a bachelor with terrible cancer, she was sick.","Gobnyan nakeuh sidroe ureueng nyang teungoh geujak ngon kanker nyang dahsyat, gobnyan ka sakét.",63.5
negative,I'm afraid i won't have the time to enjoy each new year because of my in-fighting.,Lon teumakot lon hana akan na watee untuk lon nikmati tiep-tiep thon baroe gara-gara lon lam pertarungan.,29.21
negative,I want basil on my table because I hate the people crying around it at the restaurant.,Lon keuneuk basil ateuh meja sabab lon benci keu ureung-ureung nyang meunoe-noe di restoran.,33.81
negative,"He would never win the cup, he would never get anything he wanted out of life.","Gobnyan hana tom meunang lam piala nyan, gobnyan hana tom meurumpok sapeue-sapeue nyang geukeuneuk teubiet lam udep.",15.24
negative,actor on the street scarred in alarmingly smashed up church after the explosion,aktor di jalan nyang ka beukah lam geureubang geureja secara mengkhawatirkan lheuh ledakan .,96.95
negative,"Once a distinguished leader, his recent missteps had tarnished his reputation and eroded the respect he once commanded.","Bak saboh watee sidroe peumimpén nyang meugah, salah langkah baroe-baroe nyoe ka ji peuhias reputasi jih dan ji peu ek hormat nyang ka ji peurintah.",
negative,this is what you do against competition when you have such bad self esteem and self fear.,nyoe keuh nyang droeneuh peugot ateuh persaingan watee droeneuh na harga droe nyang hana get dan rasa teumakot droe nyang hana get.,30.09
negative,"The fearsome reputation of the tyrannical leader instilled a paralyzing dread in the populace, leaving the nation scarred by cruelty.","Reputasi nyang teumakot keu peumimpén tirani nyang geutanamkan rasa teumakot nyang lumpuh lam penduduk, nyang jeuet keu beukah bangsa nyang keunong keujam.",
negative,Some large lumps of ice were found in the area and I was shocked to see a lot of them were the worst ever.,Padum-padum boh benjolan es nyang rayeuk na di daerah nyan dan lon teukeujot watee lon kalon le that awak nyan nakeuh nyang paleng brok.,53.6
negative,"The so-called spectacular display of fireworks was deeply marred by a looming sense of impending doom, leaving the crowd feeling utterly disillusioned.","Nyang disebut tampilan spektakuler kembang api that dikali le rasa azab nyang akan teuka, meninggalkan ureung rame meurasa that kecewa.",
negative,"The relentless count of mounting failures rendered every attempt meaningless, leaving us drowning in regret and a pervasive sense of defeat.","Hidangan nyang hana putôh-putôh nibak kegagalan nyang meupasang nyang jeuet keu tiep-tiep usaha nyang hana makna, sampoe geutanyoe teungoh meuseusal ngon rasa taloe nyang meuluwah.",
negative,You gave cucumber to your son as a snack for supper but it was completely useless.,Kamoe meujok timun keu aneuk kamoe seubagoe makanan ringan untuk makan malam tapi hana guna sama sekali.,54.17
negative,They become very tired and become more and more grumpy on mondays because they have the boot.,Awak nyan jeut keu that capek dan jeut keu seumaken grumpy bak monday sabab awak nyan na boot.,25.55
negative,"A botched renovation project turned a promising initiative into a catastrophic mess, deepening public disappointment and anger.","Saboh proyek renovasi nyang ka gantung meuubah inisiatif nyang menjanjikan jeut keu karu bencana, nyang meudalam kekecewaan umum ngon beungeh.",
negative,I was diagnosed with cancer and couldn t work due to terrible pain and was a bachelor.,Lon didiagnosis kanker dan hana jeut keurija kareuna saket yang dahsyat dan jeut keu sarjana.,40.34
negative,"The blankets are a waste of money, and the children do n't need any more.","Selimut jih nakeuh buet buet buet, dan aneuk-aneuk miet hana peureulee le.",96.57
negative,"His retainer, who was supposed to protect his interests, instead exploited him for personal gain and left him isolated.","Peutahanan jih, nyang seharusjih melindungi kepentingan jih, seubalek jih memanfaatkan jih keu keuntungan pribadi dan meninggalkan jih terisolasi.",
negative,"The like-minded group quickly descended into chaos, their toxic unity merely a facade for the deep-seated bitterness and mutual distrust among them.","Keulompok nyang saban pikeran nyan bagah that jitron u dalam karu, persatuan toksik awaknyan hanya fasad keu phet-phet nyang dalam dan saleng hana peucaya di antara awaknyan.",
negative,The sister in law was very upset when she realized the finished wall disturbed her sleep.,Adek nyang teungoh meuhukom nyan that keucewa watee gobnyan geusadar binteh nyang ka lheuh nyan geuganggu teungeut gobnyan.,99.17
negative,"The demons are burning all the tools, burning people alive.",Ateuh roh-roh jeuhet nyan teungoh geutot bandum alat nyang teutot ureueng-ureueng.,49.36
negative,They will have no pride of honor or pride of chin because of the current climate.,Awak nyan hana akan na kebanggaan kehormatan atawa kebanggaan dagu kareuna iklim jinoe.,83.09
negative,The guy lost the fight due to dope and crashed into the area.,Ureueng nyan gadoh perjuangan gara-gara dope dan rhet lam daerah nyan.,78.52
negative,nope but I cant help you out because I am too fat to be your helper.,hana tapi lon hanjeut lon bantu droeneuh sabab lon that leumoh jeut keu bantuan droeneuh.,45.02
negative,"A heart-wrenching wail from the crowd echoed through abandoned streets, a raw cry of despair amid endless misfortune.","Saboh wail nyang meu-ulang-ulang dari ureueng ramee nyang meugema rot jalan-jalan nyang ka jitinggai, meu-ulang-ulang mentah putôh asa di teungoh-teungoh musibah nyang hana akhé.",
negative,"In an awkward moment of public humiliation, he had to unbutton his shirt to reveal the damage caused by the malfunction.","Lam saboh momen nyang canggung nyang hina umum, gobnyan harôh geubuka tombol keu geubuka keurusakan nyang diseubabkan lé salah fungsi nyan.",
negative,"Distorted audio recordings only amplified dishonesty, making every statement seem manipulated and deeply untrustworthy.","Rekaman audio nyang hana jujur ​​hanya memperkuat hana jujur, jeut keu tiep-tiep pernyataan deuh jih dimanipulasi dan that hana layak dipeucaya.",
negative,"Faulty metabolic testing in the rundown clinic led to misdiagnoses, causing prolonged suffering and intensifying public frustration.","Pengujian metabolisme faulty bak klinik rundown menyebabkan salah diagnosis, menyebabkan penderitaan nyang berkepanjangan dan mengintensif frustrasi publik.",
negative,"The predatory nature of the corporation led it to exploit vulnerable communities, leaving a trail of devastation in its wake.","Sifeut predator dari perusahaan nyan menyebabkan jih memanfaatkan masyarakat nyang rentan, meninggalkan jeujak hanco bak bangun jih.",
